200.0,0.0020070076999999997
238.0,0.0031527918
283.0,0.004600395799999999
336.0,0.005807220699999999
399.0,0.007420692800000001
474.0,0.010680224999999998
564.0,0.012791153600000002
670.0,0.0164463729
796.0,0.0205827429
946.0,0.027601140199999995
1125.0,0.03810091689999999
1337.0,0.048674787000000004
1589.0,0.07082081929999999
1888.0,0.08068870759999999
2244.0,0.0986386343
2667.0,0.1257418519
3170.0,0.1502641482
3767.0,0.188375028
4477.0,0.23157918409999997
5321.0,0.2962403014
6325.0,0.3858911091000001
7517.0,0.4152356708
8934.0,0.5106129892
10618.0,0.6266687558999999
12619.0,0.7576235618999999
14998.0,0.9584527914000001
17825.0,1.2056539404
21185.0,1.4736722774
25179.0,1.7332965797999997
29925.0,2.1325677444
35566.0,2.6257260109
42270.0,3.3646600526
50238.0,4.1107041173
59708.0,5.1217785814
70963.0,6.162850684899999
84339.0,7.635161621500001
100237.0,8.9681227679
119132.0,10.964986786699999
141589.0,12.885629850199999
168279.0,15.682901386400001
200000.0,18.685635766500003
237700.0,22.280627517099997
282508.0,27.662177065099996
335761.0,32.6990774616
399052.0,38.8295471577
474275.0,47.452082522599994
563677.0,57.50149523790001
669931.0,71.48549202270002
796214.0,90.7252585208
946303.0,130.15639083679997
