2.000000000000000000e+02 4.092454910278320312e-04 3.198862075805664171e-04
2.370000000000000000e+02 5.072116851806640842e-04 3.664731979370116971e-04
2.820000000000000000e+02 6.450653076171874783e-04 4.310607910156250000e-04
3.350000000000000000e+02 8.657693862915039496e-04 5.403757095336914062e-04
3.980000000000000000e+02 1.129627227783203125e-03 6.709098815917968750e-04
4.730000000000000000e+02 1.773357391357421875e-03 8.821964263916015191e-04
5.620000000000000000e+02 2.518796920776367274e-03 1.177549362182617188e-03
6.680000000000000000e+02 4.268288612365722656e-03 1.584601402282714887e-03
7.940000000000000000e+02 6.019258499145507466e-03 2.245521545410156163e-03
9.440000000000000000e+02 9.090304374694824219e-03 3.114318847656249913e-03
1.122000000000000000e+03 1.263701915740966797e-02 4.293751716613769358e-03
1.334000000000000000e+03 1.884024143218994071e-02 6.010627746582031597e-03
1.585000000000000000e+03 2.701272964477539201e-02 8.821153640747069966e-03
1.884000000000000000e+03 3.967835903167724748e-02 1.441788673400878906e-02
2.239000000000000000e+03 5.596196651458740234e-02 2.189059257507324288e-02
2.661000000000000000e+03 7.922189235687256137e-02 3.550732135772705078e-02
3.162000000000000000e+03 1.384118318557739369e-01 5.598726272583007951e-02
3.758000000000000000e+03 2.088286876678466797e-01 8.752369880676269531e-02
4.467000000000000000e+03 3.129124164581298939e-01 1.306720733642578181e-01
5.309000000000000000e+03 4.681340217590331809e-01 1.855103969573974609e-01
6.310000000000000000e+03 6.930099964141845925e-01 2.672408103942870983e-01
7.499000000000000000e+03 9.955749988555908647e-01 3.824916839599609153e-01
8.913000000000000000e+03 1.428900098800659269e+00 5.458879709243774636e-01
1.059300000000000000e+04 2.050379204750060858e+00 7.833244800567626953e-01
1.258900000000000000e+04 2.899995851516723455e+00 1.121742558479309038e+00
1.496200000000000000e+04 4.106456327438354315e+00 1.615694141387939542e+00
1.778300000000000000e+04 5.841933107376098278e+00 2.329022216796874822e+00
2.113500000000000000e+04 8.348873138427734375e+00 3.368003368377685547e+00
2.511900000000000000e+04 1.208731007575988770e+01 4.894216227531432928e+00
2.985400000000000000e+04 1.800251734256744385e+01 7.234739208221435902e+00
3.548100000000000000e+04 2.506509425640106059e+01 1.065141420364379954e+01
4.217000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00
