2.000000000000000000e+02 2.172327041625976476e-03
2.370000000000000000e+02 2.227735519409179514e-03
2.820000000000000000e+02 2.351593971252441233e-03
3.350000000000000000e+02 2.231264114379882899e-03
3.980000000000000000e+02 3.470826148986816580e-03
4.730000000000000000e+02 2.675700187683105642e-03
5.620000000000000000e+02 2.467536926269531337e-03
6.680000000000000000e+02 2.572107315063476736e-03
7.940000000000000000e+02 3.011536598205566233e-03
9.440000000000000000e+02 2.653861045837402430e-03
1.122000000000000000e+03 2.732253074645996007e-03
1.334000000000000000e+03 3.050184249877929601e-03
1.585000000000000000e+03 3.145790100097656163e-03
1.884000000000000000e+03 3.358316421508788889e-03
2.239000000000000000e+03 3.581833839416503733e-03
2.661000000000000000e+03 3.878426551818847483e-03
3.162000000000000000e+03 4.298543930053711284e-03
3.758000000000000000e+03 4.723262786865234202e-03
4.467000000000000000e+03 5.480027198791504253e-03
5.309000000000000000e+03 5.907487869262695139e-03
6.310000000000000000e+03 6.821179389953612934e-03
7.499000000000000000e+03 7.855582237243651650e-03
8.913000000000000000e+03 9.125256538391112934e-03
1.059300000000000000e+04 1.500339508056640694e-02
1.258900000000000000e+04 1.888451576232910017e-02
1.496200000000000000e+04 2.323446273803710799e-02
1.778300000000000000e+04 2.925539016723632812e-02
2.113500000000000000e+04 4.469335079193115234e-02
2.511900000000000000e+04 5.853385925292968472e-02
2.985400000000000000e+04 7.522554397583007535e-02
3.548100000000000000e+04 1.112723350524902344e-01
4.217000000000000000e+04 1.568975448608398438e-01
5.011900000000000000e+04 2.045403718948364258e-01
5.956600000000000000e+04 2.871008872985839622e-01
7.079500000000000000e+04 4.020314693450927623e-01
8.414000000000000000e+04 5.889879465103149414e-01
1.000000000000000000e+05 8.001857280731201616e-01
