200.0,0.0002129459
238.0,0.0002711486
283.0,0.0004102972000000001
336.0,0.0005472307
399.0,0.0008244503999999999
474.0,0.0011716013
564.0,0.0015488399
670.0,0.0022131278
796.0,0.0033044085
946.0,0.0043332205
1125.0,0.006291871
1337.0,0.009409729
1589.0,0.012834436699999998
1888.0,0.018464959200000002
2244.0,0.0260500517
2667.0,0.0362191422
3170.0,0.05238716920000001
3767.0,0.0727910869
4477.0,0.1066128655
5321.0,0.14960076349999998
6325.0,0.2220170708
7517.0,0.32481870060000007
8934.0,0.41162391970000006
10618.0,0.6166018249999999
12619.0,0.8722032017
14998.0,1.2476771164
17825.0,1.7206751784
21185.0,2.3859917081999997
25179.0,3.4377113081999995
29925.0,4.808602382400001
35566.0,7.0304980496
42270.0,10.099880217199999
50238.0,14.304976513899998
59708.0,20.0756723857
70963.0,29.207003959
84339.0,41.42974076259999
100237.0,58.929292094699996
119132.0,82.7089064217
141589.0,117.8613921395
168279.0,171.68273125669995
200000.0,240.90840419289998
237700.0,341.4065510858
282508.0,490.9799704538
335761.0,693.6461387054
399052.0,0.0
474275.0,0.0
