200, NaN, 0.032900
238, NaN, 0.005400
283, NaN, 0.007300
336, NaN, 0.020300
399, NaN, 0.014800
474, NaN, 0.031300
564, NaN, 0.051400
670, NaN, 0.079900
796, NaN, 0.083600
946, NaN, 0.151700
1125, NaN, 0.160400
1337, NaN, 0.231000
1589, NaN, 0.339900
1888, NaN, 0.410800
2244, NaN, 0.588300
2667, NaN, 0.848500
3170, NaN, 1.084000
3767, NaN, 1.618100
4477, NaN, 2.261900
5321, NaN, 3.020400
6325, NaN, 4.144300
7517, NaN, 5.698000
8934, NaN, 7.875700
10618, NaN, 11.180100
12619, NaN, 16.865900
14998, NaN, 23.209200
17825, NaN, 33.902800
21185, NaN, 48.414700
25179, NaN, 69.870700
29925, NaN, NaN
