200, 0.00013017654418945312, 0.0009506464004516602
238, 0.0001635313034057617, 0.0009385347366333008
283, 0.00021798610687255858, 0.0009488344192504882
336, 0.00029494762420654295, 0.0009488344192504882
399, 0.0004047870635986328, 0.0009441137313842774
474, 0.0005599260330200195, 0.0009520530700683593
564, 0.0007803678512573242, 0.0009633779525756836
670, 0.001094985008239746, 0.0009674072265625
796, 0.0015608787536621094, 0.0009863138198852538
946, 0.002159571647644043, 0.000997447967529297
1125, 0.00304872989654541, 0.0010175466537475585
1337, 0.0043040037155151365, 0.0010468244552612304
1589, 0.006076669692993164, 0.0010748624801635743
1888, 0.008584189414978027, 0.0011176109313964845
2244, 0.012139129638671874, 0.0011827707290649413
2667, 0.017163777351379396, 0.0012639760971069336
3170, 0.024285149574279786, 0.0013806819915771484
3767, 0.03436055183410645, 0.0015167236328125
4477, 0.049063801765441895, 0.001721644401550293
5321, 0.06956231594085693, 0.002086186408996582
6325, 0.09957430362701417, 0.0023283958435058594
7517, 0.1407750129699707, 0.0027388572692871095
8934, 0.19873347282409667, 0.01599299907684326
10618, 0.28009026050567626, 0.005398321151733399
12619, 0.3954471588134766, 0.00477147102355957
14998, 0.5583682537078858, 0.019993400573730467
17825, 0.7885882139205933, 0.007929372787475585
21185, 1.1136677503585815, 0.010495710372924804
25179, 1.5729902267456055, 0.02087574005126953
29925, 2.221448826789856, 0.03172824382781982
35566, 3.1383166313171387, 0.027069783210754393
42270, 4.432522892951965, 0.04945652484893799
50238, 6.261691880226135, 0.05178453922271729
59708, 8.842937970161438, 0.08659029006958008
70963, 12.493910551071167, 0.09997453689575195
84339, 17.651690673828124, 0.14700827598571778
100237, 24.933013343811034, 0.2170403242111206
119132, 35.19546904563904, 0.29034743309020994
141589, 49.71838076114655, 0.4450492858886719
168279, 70.24892067909241, 0.5482877731323242
200000, 99.22592706680298, 0.7753008604049683
237700, 140.43820559978485, 1.0964104413986206
282508, 198.42224371433258, 1.5320938587188722
335761, 280.4054005384445, 2.187720036506653
399052, 395.86715564727785, 3.0613596439361572
474275, 558.717191195488, 4.32773916721344
