   1.3370000e+03	   3.3343214e-02	   9.9931617e-01	   1.8568615e+01	   5.0219721e-01	   9.9085376e-01	   5.7334059e+00	   5.3498054e-35	   0.0000000e+00	   1.4024194e-29	   1.3695502e-32	   1.3695502e-32	   0.0000000e+00	
   1.5890000e+03	   3.3490628e-02	   9.9906291e-01	   1.8754623e+01	   4.9205591e-01	   9.9205872e-01	   6.0878060e+00	   5.3498054e-35	   0.0000000e+00	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   0.0000000e+00	
   1.8880000e+03	   3.3767164e-02	   9.9915808e-01	   1.9487028e+01	   4.8653353e-01	   9.9286051e-01	   5.9514509e+00	   0.0000000e+00	   1.3695502e-32	   0.0000000e+00	   3.4238755e-33	   1.3695502e-32	   0.0000000e+00	
   2.2440000e+03	   3.2472138e-02	   9.9903524e-01	   1.8495764e+01	   4.6952933e-01	   9.9281995e-01	   6.0397667e+00	   5.3498054e-35	   5.4782007e-32	   1.4024194e-29	   0.0000000e+00	   1.3695502e-32	   8.7651212e-31	
   2.6670000e+03	   3.2580463e-02	   9.9905042e-01	   1.8529326e+01	   4.6010350e-01	   9.9355328e-01	   5.9701094e+00	   0.0000000e+00	   5.4782007e-32	   1.4024194e-29	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.1700000e+03	   3.2886096e-02	   9.9901790e-01	   1.8411804e+01	   4.4955411e-01	   9.9413483e-01	   6.0736979e+00	   5.3498054e-35	   0.0000000e+00	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   3.7670000e+03	   3.2834927e-02	   9.9902776e-01	   1.8568790e+01	   4.4050361e-01	   9.9455979e-01	   6.1498958e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.4238755e-33	   0.0000000e+00	   0.0000000e+00	
   4.4770000e+03	   3.3332430e-02	   9.9905475e-01	   1.8798742e+01	   4.3282980e-01	   9.9490799e-01	   6.2273044e+00	   5.3498054e-35	   5.4782007e-32	   0.0000000e+00	   1.3695502e-32	   1.3695502e-32	   0.0000000e+00	
   5.3210000e+03	   3.2997598e-02	   9.9900202e-01	   1.8698671e+01	   4.2336312e-01	   9.9497138e-01	   6.2427600e+00	   5.3498054e-35	   0.0000000e+00	   0.0000000e+00	   3.4238755e-33	   5.4782007e-32	   8.7651212e-31	
   6.3250000e+03	   3.3616632e-02	   9.9906237e-01	   1.9136990e+01	   4.1755799e-01	   9.9541262e-01	   6.3347079e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.4238755e-33	   1.3695502e-32	   0.0000000e+00	
   7.5170000e+03	   3.3520972e-02	   9.9908995e-01	   1.9070779e+01	   4.0883556e-01	   9.9565318e-01	   6.3820153e+00	   0.0000000e+00	   5.4782007e-32	   1.4024194e-29	   3.4238755e-33	   1.3695502e-32	   0.0000000e+00	
   8.9340000e+03	   3.3818785e-02	   9.9907866e-01	   1.9337763e+01	   4.0190294e-01	   9.9589003e-01	   6.3905163e+00	   0.0000000e+00	   1.3695502e-32	   0.0000000e+00	   3.4238755e-33	   1.3695502e-32	   0.0000000e+00	
   1.0618000e+04	   3.3906279e-02	   9.9909064e-01	   1.9362326e+01	   3.9440706e-01	   9.9601119e-01	   6.4462705e+00	   5.3498054e-35	   1.3695502e-32	   1.4024194e-29	   3.4238755e-33	   5.4782007e-32	   8.7651212e-31	
   1.2619000e+04	   3.4272718e-02	   9.9909891e-01	   1.9529737e+01	   3.8800660e-01	   9.9618103e-01	   6.4461741e+00	   0.0000000e+00	   1.3695502e-32	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   8.7651212e-31	
   1.4998000e+04	   3.4403993e-02	   9.9909422e-01	   1.9599282e+01	   3.8148397e-01	   9.9630362e-01	   6.5033149e+00	   5.3498054e-35	   5.4782007e-32	   1.4024194e-29	   0.0000000e+00	   0.0000000e+00	   3.5060485e-30	
   1.7825000e+04	   3.4450241e-02	   9.9910252e-01	   1.9606355e+01	   3.7504344e-01	   9.9639030e-01	   6.4840059e+00	   5.3498054e-35	   0.0000000e+00	   1.4024194e-29	   3.4238755e-33	   0.0000000e+00	   0.0000000e+00	
