
200,.01546096000000000000
238,.01354762200000000000
283,.01400111600000000000
336,.01396442500000000000
399,.01412982000000000000
474,.01510415900000000000
564,.01543942900000000000
670,.01654523200000000000
796,.01742708800000000000
946,.02040656700000000000
1125,.02272117500000000000
1337,.02579681700000000000
1589,.02932660200000000000
1888,.03704201100000000000
2244,.02865710200000000000
2667,.03242100400000000000
3170,.03437661200000000000
3767,.03901588000000000000
4477,.04765711700000000000
5321,.05383885000000000000
6325,.06711671600000000000
7517,.08208048000000000000
8934,.11159482800000000000
10618,.14331037100000000000
12619,.19244559100000000000
14998,.31275834800000000000
17825,.34580056000000000000
21185,.45562472500000000000
25179,.64586451100000000000
29925,.86890435200000000000
35566,1.22316549300000000000
42270,1.70838211800000000000
50238,2.38907401400000000000
59708,3.37637718300000000000
70963,4.70440584800000000000
84339,6.55468779700000000000
100237,9.41136375200000000000
119132,13.38934986700000000000
141589,20.10905426400000000000
168279,28.19703062400000000000
200000,41.44902542900000000000
237700,56.38556700600000000000
282508,76.87263764900000000000
335761,109.31022112400000000000
399052,156.60076103700000000000
474275,227.66919899900000000000
563677,315.47777378500000000000
669931,440.78580543000000000000
796214,624.45781048500000000000
946303,900.36235303800000000000
