200, 0.3770845174789429, 0.368465518951416, 0.7455500364303589
238, 0.3759716272354126, 0.3691848278045654, 0.7451564550399781
283, 0.3533326625823975, 0.32835280895233154, 0.681685471534729
336, 0.3988279104232788, 0.36686320304870607, 0.7656911134719848
399, 0.35796513557434084, 0.374404239654541, 0.7323693752288818
474, 0.36119990348815917, 0.3753514766693115, 0.7365513801574707
564, 0.323215913772583, 0.33096990585327146, 0.6541858196258545
670, 0.35948710441589354, 0.37576611042022706, 0.7352532148361206
796, 0.3750324010848999, 0.36770200729370117, 0.742734408378601
946, 0.35625343322753905, 0.3332805871963501, 0.6895340204238891
1125, 0.3613753318786621, 0.3710931301116943, 0.7324684619903564
1337, 0.3521312713623047, 0.4321410655975342, 0.7842723369598389
1589, 0.38299634456634524, 0.3841617345809937, 0.7671580791473389
1888, 0.35813472270965574, 0.34258370399475097, 0.7007184267044066
2244, 0.35101430416107177, 0.384697413444519, 0.7357117176055907
2667, 0.36058003902435304, 0.4624384164810181, 0.8230184555053711
3170, 0.3511418104171753, 0.4042876958847046, 0.7554295063018799
3767, 0.34048535823822024, 0.36052827835083007, 0.7010136365890502
4477, 0.3739100456237793, 0.36108124256134033, 0.7349912881851196
5321, 0.354259729385376, 0.4162513017654419, 0.7705110311508179
6325, 0.3547720432281494, 0.42390100955963134, 0.7786730527877808
7517, 0.3455132722854614, 0.4197016477584839, 0.7652149200439453
8934, 0.4363828420639038, 0.4237717628479004, 0.8601546049118043
10618, 0.39003236293792726, 0.4490969657897949, 0.8391293287277222
12619, 0.3969339609146118, 0.5084414005279541, 0.9053753614425659
14998, 0.4333443880081177, 0.5292717218399048, 0.9626161098480225
17825, 0.5016627311706543, 0.5244553327560425, 1.0261180639266967
21185, 0.5805091619491577, 0.6862162351608276, 1.2667253971099854
25179, 0.5847944498062134, 0.80332510471344, 1.3881195545196534
29925, 0.6962371349334717, 0.9080821752548218, 1.6043193101882935
35566, 0.8147694349288941, 1.1696837902069093, 1.9844532251358034
42270, 0.9690822124481201, 1.5014707326889039, 2.470552945137024
50238, 1.4222702026367187, 1.7080973148345948, 3.1303675174713135
59708, 1.6942054986953736, 2.2775880098342896, 3.971793508529663
70963, 2.2308170318603517, 3.161169147491455, 5.391986179351807
84339, 3.136335825920105, 4.407974052429199, 7.5443098783493046
100237, 4.37849988937378, 5.700805830955505, 10.079305720329284
119132, 5.793266797065735, 8.330533146858215, 14.12379994392395
141589, 7.864584112167359, 11.383392095565796, 19.247976207733153
168279, 11.149463629722595, 16.02133626937866, 27.170799899101254
200000, 15.461866164207459, 22.22237629890442, 37.68424246311188
237700, 21.34506857395172, 31.08546257019043, 52.43053114414215
282508, 30.224466133117676, 43.42210021018982, 73.6465663433075
335761, 42.89451353549957, 61.28697848320007, 104.18149201869964
399052, 59.35387873649597, 87.24930408000947, 146.60318281650544
474275, 84.29391415119171, 124.58801176548005, 208.88192591667178
563677, 120.46725785732269, 184.32247192859649, 304.7897297859192
