   1.0000000e+02	   9.4575128e-02	   1.2736966e-01	
   1.1900000e+02	   4.4561176e-02	   7.0214494e-02	
   1.4100000e+02	   5.4868237e-02	   8.1027338e-02	
   1.6800000e+02	   4.0357863e-02	   6.2691631e-02	
   2.0000000e+02	   4.8437196e-02	   6.6034368e-02	
   2.3700000e+02	   7.2403717e-02	   7.5847626e-02	
   2.8200000e+02	   5.8237856e-02	   7.4658605e-02	
   3.3500000e+02	   5.2543017e-02	   6.5624099e-02	
   3.9800000e+02	   8.0265922e-02	   8.7777193e-02	
   4.7300000e+02	   9.8578099e-02	   1.1830736e-01	
   5.6200000e+02	   6.4900181e-02	   1.1789060e-01	
   6.6800000e+02	   4.7688826e-02	   7.1824414e-02	
   7.9400000e+02	   7.6552050e-02	   9.0021601e-02	
   9.4400000e+02	   5.3158291e-02	   7.1374970e-02	
   1.1220000e+03	   5.4464401e-02	   7.0275070e-02	
   1.3340000e+03	   6.3714016e-02	   8.4169997e-02	
   1.5850000e+03	   4.4328624e-02	   8.7620302e-02	
   1.8840000e+03	   3.9426726e-02	   6.0620854e-02	
   2.2390000e+03	   4.1385119e-02	   6.0209513e-02	
   2.6610000e+03	   6.1438026e-02	   6.4907217e-02	
   3.1620000e+03	   4.4322750e-02	   7.1145750e-02	
   3.7580000e+03	   5.3026060e-02	   5.6444422e-02	
   4.4670000e+03	   4.6872753e-02	   5.4001656e-02	
   5.3090000e+03	   5.5694774e-02	   6.4717354e-02	
   6.3100000e+03	   5.4815003e-02	   6.6290981e-02	
   7.4990000e+03	   5.4214975e-02	   7.6589861e-02	
   8.9130000e+03	   6.7723505e-02	   6.7780910e-02	
   1.0593000e+04	   7.0738997e-02	   7.3371764e-02	
   1.2589000e+04	   6.6098037e-02	   9.1848743e-02	
   1.4962000e+04	   8.0813825e-02	   8.6786464e-02	
   1.7783000e+04	   8.8988831e-02	   8.9146418e-02	
   2.1135000e+04	   9.6327590e-02	   1.0255232e-01	
   2.5119000e+04	   1.0547663e-01	   1.2099142e-01	
   2.9854000e+04	   1.5655458e-01	   1.1677982e-01	
   3.5481000e+04	   1.3056869e-01	   1.2839043e-01	
   4.2170000e+04	   1.6361828e-01	   1.4401254e-01	
   5.0119000e+04	   0.0000000e+00	   0.0000000e+00	
   5.9566000e+04	   0.0000000e+00	   0.0000000e+00	
   7.0795000e+04	   0.0000000e+00	   0.0000000e+00	
   8.4140000e+04	   0.0000000e+00	   0.0000000e+00	
   1.0000000e+05	   0.0000000e+00	   0.0000000e+00	
