3.791444086906492483e-01 4.426195331657549747e-01 9.155264121997400695e-01
3.142824153685416233e-01 4.656100512202399067e-01 7.740799536705817996e-01
2.548626625936241674e-01 4.857668577397264431e-01 6.542364378233981315e-01
2.000132292170435089e-01 5.033056880086889118e-01 5.531492407875941986e-01
1.489887201881632262e-01 5.184043436738267063e-01 4.682170860421687175e-01
1.011591287891466656e-01 5.312083019351309110e-01 3.971051815451904776e-01
5.599787418279777995e-02 5.418358202336688301e-01 3.377474958040417863e-01
1.306982391335186067e-02 5.503824932310105167e-01 2.883365066793723841e-01
-2.798018224661297237e-02 5.569252799140609334e-01 2.473056029239521780e-01
-6.743800666019322820e-02 5.615260202924461375e-01 2.133074305023348050e-01
-1.055299232657086472e-01 5.642344837919794909e-01 1.851907427426343344e-01
-1.424313057216703982e-01 5.650909932574543770e-01 1.619773486264164397e-01
-1.782743105799068639e-01 5.641286701227650191e-01 1.428401038885030172e-01
-2.131546019627894584e-01 5.613753455530321457e-01 1.270825590975863395e-01
-2.471371945513203827e-01 5.568551798248647655e-01 1.141205323150319001e-01
-2.802615021875645152e-01 5.505900293048729965e-01 1.034656918703890927e-01
-3.125456677343489975e-01 5.426005907879678514e-01 9.471111594866549188e-02
-3.439902856903040429e-01 5.329073645454387442e-01 8.751871708569763930e-02
-3.745815750615820172e-01 5.215314521095754108e-01 8.160836673206305070e-02
-4.042940843780264970e-01 5.084952173470049797e-01 7.674856751946640410e-02
-4.330929957327483426e-01 4.938228299569106250e-01 7.274849224014830196e-02
-4.609360863921923013e-01 4.775407089104544145e-01 6.945122075417670127e-02
-4.877753989634794896e-01 4.596778803054900053e-01 6.672801990988613818e-02
-5.135586644625630415e-01 4.402662619826934187e-01 6.447352491283947495e-02
-5.382305168993946065e-01 4.193408855208022867e-01 6.260169357615570640e-02
-5.617335327247404697e-01 3.969400645678591855e-01 6.104241884743626806e-02
-5.840091217547804803e-01 3.731055166037683946e-01 5.973870520972836967e-02
-6.049982950168493190e-01 3.478824448279475012e-01 5.864431659333432800e-02
-6.246423275423864663e-01 3.213195848923346976e-01 5.772182892099446405e-02
-6.428833344256368321e-01 2.934692212367076003e-01 5.694101677565058250e-02
-6.596647742378446422e-01 2.643871766893924335e-01 5.627751963399681145e-02
-6.749318897800666850e-01 2.341327779766947947e-01 5.571174785798656964e-02
-6.886320972302110155e-01 2.027688000560260717e-01 5.522798332753017098e-02
-7.007153315680093586e-01 1.703613913527947110e-01 5.481364120697537756e-02
-7.111343538499663719e-01 1.369799815397177156e-01 5.445866955514917090e-02
-7.198450268209047875e-01 1.026971736373306632e-01 5.415505766555571421e-02
-7.268065621553917444e-01 6.758862150249299316e-02 5.389643811782306865e-02
-7.319817435175176579e-01 3.173289403375058326e-02 5.367776301835579245e-02
-7.353371278776550390e-01 -4.788673021283728487e-03 5.349504216496980824e-02
-7.368432272879789080e-01 -4.189213676051532081e-02 5.334513193583215185e-02
-7.364746729576057138e-01 -7.949111751562681905e-02 5.322556496912878715e-02
-7.342103628990618303e-01 -1.174969792173100602e-01 5.313441316674012010e-02
-7.300335940740891871e-01 -1.558190191142491687e-01 5.307017820442393868e-02
-7.239321794153490419e-01 -1.943646664876874930e-01 5.303170492155395016e-02
